"","kingdom","phylum","class","order","family","genus","species"
"OTU3664:25grass","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"OTU1901:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU2412:104grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU237:80grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU265:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"OTU1512:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU1924:26grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"OTU1475:26grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Dioszegia","s__Dioszegia_zsoltii_var._yunnanensis_SH182100.07FU"
"OTU3443:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU212:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"OTU710:26grass","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__Kondoa_aeria_SH197511.07FU"
"OTU558:41grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Hypocrea","s__Hypocrea_atroviridis_SH187755.07FU"
"OTU355:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Tuckermannopsis","s__Tuckermannopsis_chlorophylla_SH208070.07FU"
"OTU1846:48grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Dictyocatenulata",NA
"OTU1470:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"OTU878:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Halosphaeriaceae","g__Corollospora",NA
"OTU530:26grass","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Geminibasidiales","f__Geminibasidiaceae","g__Geminibasidium",NA
"OTU1362:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU1328:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"OTU1108:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"OTU1186:27grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria",NA
"OTU1601:57grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU630:41grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium",NA
"OTU561:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"OTU79:26grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Psilocybe","s__Psilocybe_cyanescens_SH262625.07FU"
"OTU2112:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU623:43grass","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae",NA,NA
"OTU1150:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU2304:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Phaeocryptopus",NA
"OTU2464:40grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__Botrytis_caroliniana_SH177344.07FU"
"OTU1094:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Meristemomyces",NA
"OTU847:26grass","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Chorioactidaceae","g__Neournula",NA
"OTU456:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Mycocentrospora","s__Mycocentrospora_acerina_SH202165.07FU"
"OTU1458:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"OTU676:106grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"OTU474:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU941:91grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"OTU1818:26grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU387:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Usnea","s__Usnea_wasmuthii_SH082651.07FU"
"OTU424:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Phoma","s__Phoma_crystallifera_SH245104.07FU"
"OTU2198:26grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Bovista","s__Bovista_cretacea_SH175880.07FU"
"OTU2779:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1197:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae",NA,NA
"OTU1396:45grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1177:33grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"OTU1748:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Byssolomataceae","g__Micarea",NA
"OTU388:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Nemania",NA
"OTU250:54grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU2330:132grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU3658:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU2716:137grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Bullera","s__Bullera_globospora_SH203799.07FU"
"OTU341:26grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus",NA
"OTU1211:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU935:43grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU600:36grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1711:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Zymoseptoria","s__Zymoseptoria_verkleyi_SH195834.07FU"
"OTU1705:159grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Leotiomycetes_ord_Incertae_sedis","f__Leotiomycetes_fam_Incertae_sedis","g__Collophora","s__Collophora_hispanica_SH201664.07FU"
"OTU1166:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Seiridium","s__Seiridium_phylicae_SH206668.07FU"
"OTU499:34grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales",NA,NA,NA
"OTU1274:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"OTU559:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanorales_fam_Incertae_sedis","g__Scoliciosporum",NA
"OTU909:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU1215:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Lecanicillium","s__Lecanicillium_fungicola_var._fungicola_SH212424.07FU"
"OTU1692:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Lewia","s__Lewia_infectoria_SH434793.07FU"
"OTU539:26grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"OTU764:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Cladoniaceae","g__Cladonia","s__Cladonia_bellidiflora_SH210032.07FU"
"OTU1126:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Usnea","s__Usnea_glabrescens_SH082650.07FU"
"OTU518:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriales_fam_Incertae_sedis","g__Camarosporium",NA
"OTU1457:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Hypoxylon","s__Hypoxylon_macrocarpum_SH220072.07FU"
"OTU2317:60grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU2420:60grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__Inocybe_sindonia_SH180353.07FU"
"OTU454:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae",NA,NA
"OTU1392:58grass","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU1596:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1366:41grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pseudeurotiaceae",NA,NA
"OTU1820:49grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Psilocybe","s__Psilocybe_montana_SH187726.07FU"
"OTU1600:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Phaeocryptopus",NA
"OTU544:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Periconia",NA
"OTU316:26grass","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Cyberlindnera","s__Cyberlindnera_jadinii_SH191159.07FU"
"OTU313:48grass","k__Fungi","p__Zygomycota","c__Kickxellomycotina_cls_Incertae_sedis","o__Harpellales","f__Legeriomycetaceae","g__Smittium",NA
"OTU1963:26grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_magnus_SH382101.07FU"
"OTU753:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Elasticomyces","s__Elasticomyces_elasticus_SH214155.07FU"
"OTU408:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"OTU798:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU523:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU1172:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Ramularia",NA
"OTU3108:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Zymoseptoria","s__Zymoseptoria_verkleyi_SH195834.07FU"
"OTU832:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Byssolomataceae","g__Micarea",NA
"OTU447:26grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_viridicatum_SH407694.07FU"
"OTU724:57grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU327:39grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Bullera","s__Bullera_globospora_SH203799.07FU"
"OTU215:50grass","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae",NA,NA
"OTU1355:26grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Bryocaulon",NA
"OTU921:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae","g__Coronatomyces",NA
"OTU685:26grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae",NA,NA
"OTU836:44grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae",NA,NA
"OTU1700:30grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU916:26grass","k__Fungi","p__Zygomycota","c__Mortierellomycotina_cls_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"OTU1838:156grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_victoriae_SH181628.07FU"
"OTU2341:141grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Pestalotiopsis","s__Pestalotiopsis_adusta_SH268539.07FU"
"OTU2249:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU1640:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"OTU406:26grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Chaetosphaeronema",NA
"OTU2709:74grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU954:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__Chaetomium_bostrychodes_SH204879.07FU"
"OTU2007:27grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_victoriae_SH181628.07FU"
"OTU3494:44grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces",NA
"OTU932:26grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae",NA,NA
"OTU2069:84grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Dioszegia","s__Dioszegia_rishiriensis_SH209719.07FU"
"OTU3033:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Phaeocryptopus",NA
"OTU1101:26grass","k__Fungi","p__Zygomycota","c__Mortierellomycotina_cls_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_rishikesha_SH180109.07FU"
"OTU70:42grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Tulasnellaceae",NA,NA
"OTU3502:38grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Glomerella",NA
"OTU2307:38grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU1989:31grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU3079:103grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Davidiella","s__Davidiella_tassiana_SH216250.07FU"
"OTU1059:145grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae",NA,NA
"OTU585:48grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU3486:154grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_victoriae_SH181628.07FU"
"OTU1418:66grass","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU2282:26grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU3492:78grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Aspergillus","s__Aspergillus_luppii_SH194615.07FU"
"OTU1196:82grass","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Naohideales","f__Naohideales_fam_Incertae_sedis","g__Naohidea",NA
"OTU3457:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"OTU1514:44grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pseudeurotiaceae",NA,NA
"OTU2626:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__Ophiocordyceps_heteropoda_SH209114.07FU"
"OTU970:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU609:45grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU3663:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Spathulosporaceae","g__Spathulospora",NA
"OTU3178:30grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU730:37grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU2721:150grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_victoriae_SH181628.07FU"
"OTU949:26grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae",NA,NA
"OTU3704:51grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis",NA,NA
"OTU2505:49grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Stereocaulaceae","g__Lepraria",NA
"OTU1060:56grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecideales","f__Porpidiaceae","g__Porpidia","s__Porpidia_macrocarpa_SH213359.07FU"
"OTU697:139grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Fomitopsis","s__Fomitopsis_pinicola_SH207630.07FU"
"OTU2728:60grass","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Geminibasidiales","f__Geminibasidiaceae","g__Geminibasidium",NA
"OTU1009:26grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium",NA
"OTU2359:141grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU900:26grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Torula",NA
"OTU3734:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Davidiella","s__Davidiella_tassiana_SH216250.07FU"
"OTU902:30grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Colletotrichum","s__Colletotrichum_horii_SH375572.07FU"
"OTU598:54grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces",NA
"OTU1642:137grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU3431:105grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum_nigrum_SH117088.07FU"
"OTU714:26grass","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__Cystobasidium_slooffiae_SH194776.07FU"
"OTU3176:38grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU3416:149grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Selenophoma","s__Selenophoma_mahoniae_SH103325.07FU"
"OTU229:28grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"OTU619:40grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1558:161grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU2521:27grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Glomerella",NA
"OTU1232:27grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Endosporium",NA
"OTU597:27grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Bovista","s__Bovista_plumbea_SH175886.07FU"
"OTU491:27grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU705:100grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Brevicellicium","s__Brevicellicium_olivascens_SH199558.07FU"
"OTU748:27grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Exidiopsis",NA
"OTU236:27grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Periconia",NA
